objectid,filename,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
coll109,MSCExcerptTranscript.pdf,"Calabrese, Mary Stella",Tacoma Public Library Oral History Project,11/13/75,"Mary Stella Calabrese describes Tacoma's Italian community, land development labor and their relationship with the Scandinavian community. ",Italian; Land Development;; Transportation,"Tacoma, Washington",47.25288,-122.44429,The Tacoma Public Library Northwest Room,MSCExcerptTranscript.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll110,BigInfluxOfJapsNearly1000SaidToBeBoundOregonianpublishedasMorningOregonianDecember141894page10.pdf,"""Big Influx Of Japs Nearly 1000 Said To Be Bound""",The Morning Oregonian,1894-12-14,"Speculative article on an ""army"" of Japanese immigrants bound for Portland to work on railroads. ",Japanese; Transportation,"Portland, Oregon",45.52345,-122.67621,NewsBank,BigInfluxOfJapsNearly1000SaidToBeBoundOregonianpublishedasMorningOregonianDecember141894page10.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll111,ExcludeTheJapaneseLaborLeaderFavorsExtensionOregonianpublishedasMorningOregonianMay271901page10.pdf,"""Exclude The Japanese Labor Leader Favors Extension """,The Morning Oregonian,5/27/01,"Account of J.T.. Morgan ,representing the Mill Men's Union and Federated Trades, calling for the Chinese exclusion to extend to Japanese immigrants. ",Japanese; Lumber,"Portland, Oregon",45.52345,-122.67621,NewsBank,ExcludeTheJapaneseLaborLeaderFavorsExtensionOregonianpublishedasMorningOregonianMay271901page10.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll112,ImportingJapaneseLaborHoquiamBoxCompanySaysOregonianpublishedasMorningOregonianMarch51904page6.pdf,"""Importing Japanese Labor""",The Morning Oregonian,3/25/04,Announcement b the Hoquiam Panel & Folding Box Co. that they will be implementing Japanese labor. ,Japanese,"Hoquiam, Washington",46.98092,-123.88933,NewsBank,ImportingJapaneseLaborHoquiamBoxCompanySaysOregonianpublishedasMorningOregonianMarch51904page6.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll113,JapsasCoalMinersCanadianMineOwnersTacomaDailyNewsJanuary131892page5.pdf,"""Japs as Coal Miners""",The Tacoma Daily News,1892-01-13,"Account of Japanese laborers brought in on the steamship Zambesi to work in the coal mines in Comox, BC.",Japanese; Mining,"Comox, BC",49.68294,-124.93613,NewsBank,JapsasCoalMinersCanadianMineOwnersTacomaDailyNewsJanuary131892page5.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll114,NewStudyInEconomicsOregonianpublishedasMorningOregonianNovember271904page4.pdf,"""New Study In Economics""",The Morning Oregonian,11/27/04,"Account of Mr. T. Furushima opening a shingle mill in Sumas, WA, noting that ""white men will be given an opportunity to work if they will accept the same wages as are paid the Japanese.""",Japanese; Lumber,"Sumas, Washington",49.00012,122.26488,NewsBank,NewStudyInEconomicsOregonianpublishedasMorningOregonianNovember271904page4.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll115,AultTooBusytoGiveEvidenceonJapaneseSeattleDailyTimespublishedasTHESEATTLEDAILYTIMESAugust31920page3.pdf,"""Ault Too Busy to Give Evidence on Japanese""",The Seattle Daily Times,8/3/20,Extensive account of the state of Japanese immigration in Washington and political sentiment towards exclusion. ,Japanese,"Seattle, Washington",47.60621,-122.33207,NewsBank,AultTooBusytoGiveEvidenceonJapaneseSeattleDailyTimespublishedasTHESEATTLEDAILYTIMESAugust31920page3.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll116,JapaneseLaborBardownSeattleCentralConcilOregonianpublishedasMorningOregonianMay291914page2.pdf,"""Japanese Labor Bar Down""",The Morning Oregonian,5/29/14,Account of the Seattle Central Labor Council to allow Japanese laborers to join unions. ,Japanese,"Seattle, Washington",47.60621,-122.33207,NewsBank,JapaneseLaborBardownSeattleCentralConcilOregonianpublishedasMorningOregonianMay291914page2.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll117,JapaneseLaborUnitesNearly1000AttendOpenOregonianpublishedasMorningOregonianAugust241915page2.pdf,"""Japanese Labor Unites""",The Morning Oregonian,8/24/15,Account of the first meeting of the Japanese Labor Association in Seattle. ,Japanese,"Seattle, Washington",47.60621,-122.33207,NewsBank,JapaneseLaborUnitesNearly1000AttendOpenOregonianpublishedasMorningOregonianAugust241915page2.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll118,LocalUnionistsWouldOustJapsPortlandsOregonianpublishedasMorningOregonianFebruary251910page16.pdf,"""Local Unionists Would Oust Japs""",The Morning Oregonian,2/25/10,Account of the Portland's Central Labor Council's actions to exclude Japanese members. ,Japanese,"Portland, Oregon",45.52345,-122.67621,NewsBank,LocalUnionistsWouldOustJapsPortland'sOregonianpublishedasMorningOregonianFebruary251910page16.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll119,ToldToStayOutAtlinMinersDeport58JapaneseOregonianpublishedasMorningOregonianSeptember211907page6.pdf,"""Told To Stay Out""",The Morning Oregonian,9/21/07,"Forced eviction of a group of Japanese miners by 300 Caucasian workers and the institutionalization of an Anti-Japanese labor organizer in Bellingham, WA. ",Japanese; Mining,"Bellingham, Washington",48.75955,-122.48822,NewsBank,ToldToStayOutAtlinMinersDeport58JapaneseOregonianpublishedasMorningOregonianSeptember211907page6.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll120,PVJACLHandbook.pdf,Japanese American Citizen's League Handbook,The Japanese American Citizen's League,1/1/60,Undated handbook from the JACL featuring a retrospective of Japanese American History and WWII incarceration. ,Japanese,"Tacoma, Washington",47.25288,-122.44429,The Tacoma Public Library Northwest Room,PVJACLHandbook.pdf,Text,application/pdf,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll121,BB10091907.pdf,"""Japs In America""",The Buckley Banner,9/10/07,Editorial appealing to be tolerant towards Japanese immigrants. ,Japanese,"Buckley, Washington",47.16316,-122.02678,The Tacoma Public Library Northwest Room,BB10091907.pdf,Text,application/pdf,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll122,BB020119072.pdf,"""Japan's Thirst For War""",The Buckley Banner,9/10/07,"Another article in the same issue on Dr. Albert S. Ashmead giving his opinion of Japanese character and their ""pagan mysticism.""",Japanese,"Buckley, Washington",47.16316,-122.02678,The Tacoma Public Library Northwest Room,BB020119072.pdf,Text,application/pdf,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll123,BSHExcerptTranscript.pdf,"Horiuchi, Bernadette Suda",Densho Visual History Collection,5/19/09,"Bernadette Suda Horiuchi describes early life in Bellevue, WA, farming strawberries in Seattle and Auburn and relationship with Caucasian community. ",Japanese; Agriculture; Mining,"Bellevue, Washington",47.61038,-122.20068,Densho Visual History Collection,BSHExcerptTranscript.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll124,CompanysDenialSeattleDailyTimespublishedasTHESEATTLEDAILYTIMESSeptember151903page2.pdf,"""Company's Denial""",The Seattle Daily Times,9/15/03,"J.D. Trenholme of the Northwestern Commercial Company describing movement of Russian, Japanese and Korean laborers in Alaska. ",Korean; Fishing,"Nome, AL",64.50111,-165.40639,NewsBank,Company'sDenialSeattleDailyTimespublishedasTHESEATTLEDAILYTIMESSeptember151903page2.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll125,ExclusionWillCauseStormSeattleDailyTimespublishedasTHESEATTLEDAILYTIMESJuly291907page10.pdf,"""Exclusion Will Cause Storm""",The Seattle Daily Times,7/29/07,Actions of the Japanese-Korean Exclusion League in North Yakima. ,Korean; Agriculture,"Yakima, Washington",46.60207,120.5059,NewsBank,ExclusionWillCauseStormSeattleDailyTimespublishedasTHESEATTLEDAILYTIMESJuly291907page10.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll126,ConditionsChangeRapidlyinAlaskaSeattleDailyTimespublishedasTHESEATTLEDAILYTIMESNovember21918page7.pdf,"""Conditions Change Rapidly in Alaska""",The Seattle Daily Times,11/2/18,"Account of labor shortage of Japanese, Russian and Korean workers in Alaska. ",Korean; Fishing,"Seattle, Washington",47.60621,-122.33207,NewsBank,ConditionsChangeRapidlyinAlaskaSeattleDailyTimespublishedasTHESEATTLEDAILYTIMESNovember21918page7.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll127,HuntersBayCanneryHasExcitingSeasonSeattleDailyTimespublishedasTheSeattleSundayTimesNovember191911page29.pdf,"""Hunters Bay Cannery Has Exciting Season""",The Seattle Sunday Times,11/19/11,"Account of the Hunters Bay salmon cannery including a ""race riot"" between Slovenian and Japanese laborers and Korean laborers dying between traveling from Seattle to Hunter's Bay, WA. ",Korean; Fishing,"Hunter's Bay, Washington",48.4601,-122.85657,NewsBank,HuntersBayCanneryHasExcitingSeasonSeattleDailyTimespublishedasTheSeattleSundayTimesNovember191911page29.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll128,AboutThreeWeeksAgoOregonianpublishedasMorningOregonianMay91881page1.pdf,"""About Three Weeks Ago""",The Morning Oregonian,1881-05-09,Account of 560 Native Americans implemented in building the transcontinental railroad. ,Native American; Transportation,"Portland, Oregon",45.52345,-122.67621,NewsBank,AboutThreeWeeksAgoOregonianpublishedasMorningOregonianMay91881page1.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll129,IndianLaborinBeetFieldsOregonianpublishedasMorningOregonianOctober261898page9.pdf,"""Indian Labor in Beet Fields""",The Morning Oregonian,1898-10-26,Account of Native American labor being used in Beet farming. ,Native American; Agriculture,"La Grande, Washington",46.83427,-122.31873,NewsBank,IndianLaborinBeetFieldsOregonianpublishedasMorningOregonianOctober261898page9.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll130,IndianSawmillOregonianpublishedasMorningOregonianJanuary141886page7.pdf,"""Indian Sawmill""",The Morning Oregonian,1886-01-14,Account of legislation surrounding an Indian sawmill in Grande Ronde. ,Native American; Lumber,"Grande Ronde, Oregon",45.06011,-123.60928,NewsBank,IndianSawmillOregonianpublishedasMorningOregonianJanuary141886page7.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll131,ProsperousOregonIndiansOregonianpublishedasMorningOregonianSeptember71892page2.pdf,"""Prosperous Oregon Indians""",The Morning Oregonian,1892-09-07,Account of Assistant commissioner of Indian Affairs R.V. Belt and the carious agricultural labor projects developed by the agency. ,Native American; Agriculture,"Umatilla, Oregon",45.5919,-118.73683,NewsBank,ProsperousOregonIndiansOregonianpublishedasMorningOregonianSeptember71892page2.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll132,TheNorthwestWesternOregonOregonianpublishedasMorningOregonianAugust61881page2.pdf,"""The Northwest""",The Morning Oregonian,1881-08-06,Description of Native American labor being implemented in hop farming and logging camps in Puyallup. ,Native American; Agriculture; Lumber,"Puyallup, Washington",47.18538,-122.2929,NewsBank,TheNorthwestWesternOregonOregonianpublishedasMorningOregonianAugust61881page2.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll133,IndiansMayBuildReservationRoadsSeattleDailyTimespublishedasTHESEATTLEDAILYTIMESJanuary231911page8.pdf,"""Indians May Build Reservation Roads""",The Seattle Daily Times,1/23/11,Account of Senator Wesley L. Jones requesting the funding of an Indian road work project in Yakima and Wapato. ,Native American; Land Development,"Wapato, Washington",46.44763,-120.42034,NewsBank,IndiansMayBuildReservationRoadsSeattleDailyTimespublishedasTHESEATTLEDAILYTIMESJanuary231911page8.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll134,IndianstoBuildRoadsOregonianpublishedasMorningOregonianJune131915page7.pdf,"""Indians to Build Roads""",The Morning Oregonian,6/13/15,"Account of plan to replace convict labor with Indian labor to build roads on the Olympic Highway from Hoodsport North and the opening of a ""force account camp"" at Potlatch. ",Native American; Land Development,"Hoodsport, Washington",47.40593,-123.13932,NewsBank,IndianstoBuildRoadsOregonianpublishedasMorningOregonianJune131915page7.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll135,IndianstoCutTimberFiveMillionFeettoComeOregonianpublishedasMorningOregonianJanuary171916page11.pdf,"""Indians to Cut Timber """,The Morning Oregonian,1/17/16,Account of Indian labor being used by the Federal Forest Service. ,Native American; Lumber,"Klamath Falls, Oregon",42.22487,-121.78167,NewsBank,IndianstoCutTimberFiveMillionFeettoComeOregonianpublishedasMorningOregonianJanuary171916page11.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll136,LaneWouldPutIndiansToWorkSeattlePostIntelligencerpublishedasTheSeattlepostintelligencerAugust141913page8.pdf,"""Lane Would Put Indians To Work""",The Seattle Post-Intelligencer,8/14/13,Account of Indian labor. Project to develop land for irrigation around the Yakima reservation. ,Native American; Land Development,"Toppenish, Washington","46.37735, -120.30867",,NewsBank,LaneWouldPutIndiansToWorkSeattlePostIntelligencerpublishedasTheSeattlepostintelligencerAugust141913page8.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll137,TangleisClearedIndianBureauGivenEntireOregonianpublishedasMorningOregonianFebruary111910page6.pdf,"""Tangle is Cleared""",The Morning Oregonian,2/11/10,Complex arrangement between the Interior Department and Forest Service and Indian Bureau to have Indian labor clear land. ,Native American; Land Development,"Portland, Oregon",45.52345,-122.67621,NewsBank,TangleisClearedIndianBureauGivenEntireOregonianpublishedasMorningOregonianFebruary111910page6.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll138,030701IllaheeStudyClub1926to1917.pdf,"Illahee Study Club, Meeting Program",Illahee Study Club,1/1/26,"Program for the Illahee Study Club including a lecture on the ""Indian Question and Wars.""",Native American,"Tacoma, Washington",47.25288,-122.44429,The Tacoma Public Library Northwest Room,030701IllaheeStudyClub1926to1917.pdf,Text,application/pdf,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll139,TEN12011903.pdf,"""Puyallup Reservation Indian School""",The Evening News,1/12/03,Large piece with photographs on the second iteration of the Puyallup Indian School. ,Native American; Land Development,"Puyallup, Washington",47.18538,-122.2929,The Tacoma Public Library Northwest Room,TEN12011903.pdf,Text,application/pdf,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll140,MSExcerptTranscript.pdf,"Sampson, Martin",Tacoma Public Library Oral History Project,11/6/75,"Martin Sampson describes early life in Skagit City, WA, fishing, agricultural and cannery work as well as education in Tulalip Mission and dialect differences between Native American speakers in the area. ",Native American; Fishing; Agriculture,"Skagit City, Washington",48.38344,-122.36294,The Tacoma Public Library Northwest Room,MSExcerptTranscript.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll141,KilledInPeculiarMannerOregonianpublishedasMorningOregonianDecember11892page2.pdf,"""Killed In Peculiar Manner""",The Morning Oregonian,1892-12-01,Account of lethal accident of Norwegian bridge builder. ,Norwegian; Land Development,"Purdy, Washington",47.38899,-122.62541,NewsBank,KilledInPeculiarMannerOregonianpublishedasMorningOregonianDecember11892page2.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll142,ManCrushedToDeathByElevatorSeattleDailyTimespublishedasTHESEATTLEDAILYTIMESOctober41907page4.pdf,"""Man Crushed To Death By Elevator""",The Seattle Daily Times,10/4/07,Lethal accident involving a Norwegian lumber worker. ,Norwegian; Lumber,"Ballard, Washington",47.67593,-122.38735,NewsBank,ManCrushedToDeathByElevatorSeattleDailyTimespublishedasTHESEATTLEDAILYTIMESOctober41907page4.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll143,NickOlsenSeattlePostIntelligencerpublishedasTheSeattlepostintelligencerNovember51901page10.pdf,"""Nick Olsen""",The Seattle Post-Intelligencer,11/5/01,Lethal accident involving a Norwegian laborer piling lumber.,Norwegian; Lumber,"Tacoma, Washington",47.25288,-122.44429,NewsBank,NickOlsenSeattlePostIntelligencerpublishedasTheSeattlepostintelligencerNovember51901page10.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll144,QuestionOfCitizenshipSeattleDailyTimespublishedasTHESEATTLEDAILYTIMESAugust141901page2.pdf,"""Question Of Citizenship""",The Seattle Daily Times,4/14/01,Account of failed citizenship test by Norwegian laborer. ,Norwegian,"Ballard, Washington",47.67593,-122.38735,NewsBank,QuestionOfCitizenshipSeattleDailyTimespublishedasTHESEATTLEDAILYTIMESAugust141901page2.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll145,WorkmanBadlyCrushedHermanLindPerhapsFatallyOregonianpublishedasMorningOregonianOctober61908page9.pdf,"""Workman Badly Crushed""",The Morning Oregonian,10/6/08,Norwegian laborer seriously injured during excavation. ,Norwegian; Land Development,"Seattle, Washington",47.60621,-122.33207,NewsBank,WorkmanBadlyCrushedHermanLindPerhapsFatallyOregonianpublishedasMorningOregonianOctober61908page9.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll146,FarmersSoughtfromOldWorldNorwegianandOregonianpublishedasMorningOregonianMay311913page19.pdf,"""Farmers Sought from Old World""",The Morning Oregonian,5/13/13,Account of Norwegian and Danish labor groups collaborating with State Commission to bring in more immigrants from their homeland. ,Norwegian,"Portland, Oregon",45.52345,-122.67621,NewsBank,FarmersSoughtfromOldWorldNorwegianandOregonianpublishedasMorningOregonianMay311913page19.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll147,HeldAsAnAllegedIWWSeattleDailyTimespublishedasTHESEATTLEDAILYTIMESMay11919page2.pdf,"""Held As An Alleged I.W.W""",The Seattle Daily Times,5/1/19,Account of Norwegian laborer held under investigation as a potential I.W.W. member. ,Norwegian,"Seattle, Washington",47.60621,-122.33207,NewsBank,HeldAsAnAllegedIWWSeattleDailyTimespublishedasTHESEATTLEDAILYTIMESMay11919page2.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll148,ManKilledbyCaveinLaborerinSewerTrenchOregonianpublishedasMorningOregonianJanuary51911page12.pdf,"""Man Killed by Cave-in Laborer in Sewer Trench""",The Morning Oregonian,1/1/11,Norwegian laborer killed during excavation. ,Norwegian; Land Development,"Seattle, Washington",47.60621,-122.33207,NewsBank,ManKilledbyCaveinLaborerinSewerTrenchOregonianpublishedasMorningOregonianJanuary51911page12.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll149,NorwegianLaborerFallsToDeathSeattlePostIntelligencerpublishedasTheSeattlepostintelligencerMarch11909page8.pdf,"""Norwegian Laborer Falls To Death""",The Seattle Post-Intelligencer,3/1/09,Norwegian railroad worker lethal accident in bridge crossing. ,Norwegian; Transportation,"Satsop, Washington",47.00315,-123.48349,NewsBank,NorwegianLaborerFallsToDeathSeattlePostIntelligencerpublishedasTheSeattlepostintelligencerMarch11909page8.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll150,NorwegiansWillMeetImmigrationProblemsWillbeOregonianpublishedasMorningOregonianJune241913page4.pdf,"""Norwegians Will Meet Immigration Problems""",The Morning Oregonian,6/24/13,Account of the Oregon Norwegian Immigrants' Aid Commission collaborating with State Commission to bring in more immigrants from their homeland. ,Norwegian,"Portland, Oregon",45.52345,-122.67621,NewsBank,NorwegiansWillMeetImmigrationProblemsWillbeOregonianpublishedasMorningOregonianJune241913page4.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll151,TB25121889.png,Tacoma Budstikke Front Page,Tacoma Budstikke,1889-12-25,"Front page of Tacoma Budstikke, ""The Bidding Stick.""",Norwegian,"Tacoma, Washington",47.25288,-122.44429,The Tacoma Public Library Northwest Room,TB25121889.png,Image;StillImage,image/jpeg,nor,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll152,TT30101897.png,Tacoma Tidende Front Page,Tacoma Tidende,1897-10-30,"Front page of Tacoma  Tidende, ""The Bidding Stick.""",Norwegian,"Tacoma, Washington",47.25288,-122.44429,The Tacoma Public Library Northwest Room,TT30101897.png,Image;StillImage,image/jpeg,nor,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll153,TheAncientOrderofVikingsScrapbook.pdf,The Ancient Order of Vikings' Scrapbook,The Ancient Order of Vikings,12/5/25,"Scrapbook for fraternal organization The Ancient Order of Vikings, containing photographs and personal remembrances of group members in both English and Norwegian language. ",Norwegian; Lumber; Transportation; Fishing,"Tacoma, Washington",47.25288,-122.44429,The Tacoma Public Library Northwest Room,TheAncientOrderofVikingsScrapbook.pdf,Text,application/pdf,eng; nor,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll154,BeetIndustryThreatenedOregonianpublishedasMorningOregonianFebruary61894page4.pdf,"""Beet Industry Threatened""",The Morning Oregonian,1894-02-06,Account of moving Polish laborers into Washington and Oregon specifically to develop beet agriculture. ,Polish; Agriculture,"Portland, Oregon",45.52345,-122.67621,NewsBank,BeetIndustryThreatenedOregonianpublishedasMorningOregonianFebruary61894page4.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll155,ColonyOfPolesWillBeEstablishedintheCityOregonianpublishedasTheSundayOregonianJune31906page30.pdf,"""Colony Of Poles Will Be Established in the City""",The Sunday Oregonian,6/3/06,Account of around 1000 Polish families moving into Portland around a Roman Catholic Polish Church. ,Polish,"Portland, Oregon",45.52345,-122.67621,NewsBank,ColonyOfPolesWillBeEstablishedintheCityOregonianpublishedasTheSundayOregonianJune31906page30.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll156,KilledByATrainTacomaDailyNewspublishedasTHETACOMADAILYNEWSNovember61905page10.pdf,"""Killed By A Train""",The Tacoma Daily News,11/6/05,Account of Polish worker dying while working on the Northern Pacific Railroad. ,Polish; Transportation,"Carbonado, Washington",47.07982,-122.0515,NewsBank,KilledByATrainTacomaDailyNewspublishedasTHETACOMADAILYNEWSNovember61905page10.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll157,PolesToObserveConstitutionDaySeattlePostIntelligencerpublishedasTheSeattlepostintelligencerMay21909page13.pdf,"""Poles To Observe Constitution Day""",The Seattle Post-Intelligencer,5/2/09,Account of Polish Constitution Day celebrated in Wilkeson and a survey of Polish organizations throughout the state. ,Polish,"Wilkeson, Washington",47.10538,-122.04567,NewsBank,PolesToObserveConstitutionDaySeattlePostIntelligencerpublishedasTheSeattlepostintelligencerMay21909page13.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll158,TheyCanFindHomesTacomaDailyNewsNovember171896page3.pdf,"""They Can Find Homes""",The Tacoma Daily News,1896-11-17,Account of Polish Charity organizations coming to aid around twenty families involved in a long distance fraud involving selling agricultural land. The families were given land by the charity at Pe-Ell.,Polish; Agriculture,"Pe-Ell, Washington",46.57038,-123.29737,NewsBank,TheyCanFindHomesTacomaDailyNewsNovember171896page3.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll159,CriesForBreadToSavePolesHeardHereTacomaDailyNewspublishedasTHETACOMADAILYNEWSMay11915page3.pdf,"""Cries For Bread To Save Poles Heard Here""",The Tacoma Daily News,5/1/15,Account of relief efforts for Polish immigrants organized by Tacoma residents. ,Polish,"Tacoma, Washington",47.25288,-122.44429,NewsBank,CriesForBreadToSavePolesHeardHereTacomaDailyNewspublishedasTHETACOMADAILYNEWSMay11915page3.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll160,FleeFromFatherSeattlePostIntelligencerpublishedasTheSeattlepostintelligencerJune141913page2.pdf,"""Flee From Father""",The Seattle Post-Intelligencer,6/14/13,Account of domestic violence incident involving a Polish laborer. ,Polish,"Aberdeen, Washington",46.97537,-123.81572,NewsBank,FleeFromFatherSeattlePostIntelligencerpublishedasTheSeattlepostintelligencerJune141913page2.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll161,LouisZemekPolishLaborerTacomaDailyNewspublishedasTHETACOMADAILYNEWSAugust271912page1.pdf,"""Louis Zemek, Polish Laborer""",The Tacoma Daily News,8/27/12,Account of Father losing wife and child and attempting to kidnap them back from new partner at gunpoint. ,Polish,"Tacoma, Washington",47.25288,-122.44429,NewsBank,LouisZemekPolishLaborerTacomaDailyNewspublishedasTHETACOMADAILYNEWSAugust271912page1.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
coll162,PolishWorkersAreInvolvedOregonianpublishedasMorningOregonianNovember121920page6.pdf,"""Polish Workers Are Involved""",The Morning Oregonian,11/12/20,Complicated incident involving the Polish Union and land development deals.,Polish; Land Development,"Portland, Oregon",45.52345,-122.67621,NewsBank,PolishWorkersAreInvolvedOregonianpublishedasMorningOregonianNovember121920page6.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
