obj-old,filename,title,creator,date,description,subject,location,latitude,longitude,source,objectid,identifier,type,format,language,rights,rightsstatement
mappinglanguage104,HamburgCanningCompanyTacomaDailyNewspublishedasTHETACOMADAILYNEWSAugust151916page5.pdf,"""Hamburg Canning Company""",The Tacoma Daily News,1916-08-15,Account of D.C. Pierce of the Hamburg Canning Co. and plans to cultivate areas of Puyallup using Italian labor.,Italian; Agriculture,"Puyallup, Washington",47.18538,-122.2929,NewsBank,maplanguage104,HamburgCanningCompanyTacomaDailyNewspublishedasTHETACOMADAILYNEWSAugust151916page5.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage105,ItalianWorkersAreAskedToOrganizeSeattleDailyTimespublishedasTHESEATTLEDAILYTIMESFebruary281917page21.pdf,"""Italian Workers Are Asked To Organize""",The Seattle Daily Times,1917-02-28,Account of unions in the Seattle Labor Temple calling on Italian hod carriers (construction supplies transporters) to organize.,Italian; Land Development,"Seattle, Washington",47.60621,-122.33207,NewsBank,maplanguage105,ItalianWorkersAreAskedToOrganizeSeattleDailyTimespublishedasTHESEATTLEDAILYTIMESFebruary281917page21.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage106,RoyalAnneCherriesOregonianpublishedasMorningOregonianAugust221916page8.pdf,"""Royal Anne Cherries""",The Morning Oregonian,1916-09-22,"Criticism of the Underwood Tariff, it's effect on the Washington cherry market and vulnerability to ""cheap Italian labor.""",Italian; Agriculture,"Portland, Oregon",45.52345,-122.67621,NewsBank,maplanguage106,RoyalAnneCherriesOregonianpublishedasMorningOregonianAugust221916page8.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage107,StrikeThreatensInCityBuildingPoliticsSeeninOregonianApril241917page8.pdf,"""Strike Threatens In City Building Politics""",The Oregonian,1917-04-24,Account of strike during the construction of the Public Auditorium and unions attempting to get Italian workers to organize.,Italian; Land Development,"Portland, Oregon",45.52345,-122.67621,NewsBank,maplanguage107,StrikeThreatensInCityBuildingPoliticsSeeninOregonianApril241917page8.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage108,A Paper on ImmigrationI.pdf,"""A Paper on Immigration""",The Tacoma Rotary Club,1915-03-31,Anti-Immigration pamphlet published by the Tacoma Rotary Club.,Italian,"Tacoma, Washington",47.25288,-122.44429,The Tacoma Public Library Northwest Room,maplanguage108,A Paper on ImmigrationI.pdf,Text,application/pdf,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
mappinglanguage109,MSCExcerptTranscript.pdf,"Calabrese, Mary Stella",Tacoma Public Library Oral History Project,1975-11-13,"Mary Stella Calabrese describes Tacoma's Italian community, land development labor and their relationship with the Scandinavian community. ",Italian; Land Development;; Transportation,"Tacoma, Washington",47.25288,-122.44429,The Tacoma Public Library Northwest Room,maplanguage109,MSCExcerptTranscript.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage110,BigInfluxOfJapsNearly1000SaidToBeBoundOregonianpublishedasMorningOregonianDecember141894page10.pdf,"""Big Influx Of Japs Nearly 1000 Said To Be Bound""",The Morning Oregonian,1894-12-14,"Speculative article on an ""army"" of Japanese immigrants bound for Portland to work on railroads. ",Japanese; Transportation,"Portland, Oregon",45.52345,-122.67621,NewsBank,maplanguage110,BigInfluxOfJapsNearly1000SaidToBeBoundOregonianpublishedasMorningOregonianDecember141894page10.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage111,ExcludeTheJapaneseLaborLeaderFavorsExtensionOregonianpublishedasMorningOregonianMay271901page10.pdf,"""Exclude The Japanese Labor Leader Favors Extension """,The Morning Oregonian,1901-05-27,"Account of J.T.. Morgan ,representing the Mill Men's Union and Federated Trades, calling for the Chinese exclusion to extend to Japanese immigrants. ",Japanese; Lumber,"Portland, Oregon",45.52345,-122.67621,NewsBank,maplanguage111,ExcludeTheJapaneseLaborLeaderFavorsExtensionOregonianpublishedasMorningOregonianMay271901page10.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage112,ImportingJapaneseLaborHoquiamBoxCompanySaysOregonianpublishedasMorningOregonianMarch51904page6.pdf,"""Importing Japanese Labor""",The Morning Oregonian,1904-03-25,Announcement b the Hoquiam Panel & Folding Box Co. that they will be implementing Japanese labor.,Japanese; Lumber,"Hoquiam, Washington",46.98092,-123.88933,NewsBank,maplanguage112,ImportingJapaneseLaborHoquiamBoxCompanySaysOregonianpublishedasMorningOregonianMarch51904page6.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage113,JapsasCoalMinersCanadianMineOwnersTacomaDailyNewsJanuary131892page5.pdf,"""Japs as Coal Miners""",The Tacoma Daily News,1892-01-13,"Account of Japanese laborers brought in on the steamship Zambesi to work in the coal mines in Comox, BC.",Japanese; Mining,"Comox, BC",49.68294,-124.93613,NewsBank,maplanguage113,JapsasCoalMinersCanadianMineOwnersTacomaDailyNewsJanuary131892page5.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage114,NewStudyInEconomicsOregonianpublishedasMorningOregonianNovember271904page4.pdf,"""New Study In Economics""",The Morning Oregonian,1904-11-27,"Account of Mr. T. Furushima opening a shingle mill in Sumas, WA, noting that ""white men will be given an opportunity to work if they will accept the same wages as are paid the Japanese.""",Japanese; Lumber,"Sumas, Washington",49.00012,122.26488,NewsBank,maplanguage114,NewStudyInEconomicsOregonianpublishedasMorningOregonianNovember271904page4.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage115,AultTooBusytoGiveEvidenceonJapaneseSeattleDailyTimespublishedasTHESEATTLEDAILYTIMESAugust31920page3.pdf,"""Ault Too Busy to Give Evidence on Japanese""",The Seattle Daily Times,1920-08-03,Extensive account of the state of Japanese immigration in Washington and political sentiment towards exclusion.,Japanese; Lumber,"Seattle, Washington",47.60621,-122.33207,NewsBank,maplanguage115,AultTooBusytoGiveEvidenceonJapaneseSeattleDailyTimespublishedasTHESEATTLEDAILYTIMESAugust31920page3.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage116,JapaneseLaborBardownSeattleCentralConcilOregonianpublishedasMorningOregonianMay291914page2.pdf,"""Japanese Labor Bar Down""",The Morning Oregonian,1914-05-29,Account of the Seattle Central Labor Council to allow Japanese laborers to join unions.,Japanese; Mining,"Seattle, Washington",47.60621,-122.33207,NewsBank,maplanguage116,JapaneseLaborBardownSeattleCentralConcilOregonianpublishedasMorningOregonianMay291914page2.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage117,JapaneseLaborUnitesNearly1000AttendOpenOregonianpublishedasMorningOregonianAugust241915page2.pdf,"""Japanese Labor Unites""",The Morning Oregonian,1915-08-24,Account of the first meeting of the Japanese Labor Association in Seattle.,Japanese; Mining,"Seattle, Washington",47.60621,-122.33207,NewsBank,maplanguage117,JapaneseLaborUnitesNearly1000AttendOpenOregonianpublishedasMorningOregonianAugust241915page2.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage118,LocalUnionistsWouldOustJapsPortlandsOregonianpublishedasMorningOregonianFebruary251910page16.pdf,"""Local Unionists Would Oust Japs""",The Morning Oregonian,1910-02-25,Account of the Portland's Central Labor Council's actions to exclude Japanese members.,Japanese,"Portland, Oregon",45.52345,-122.67621,NewsBank,maplanguage118,LocalUnionistsWouldOustJapsPortland'sOregonianpublishedasMorningOregonianFebruary251910page16.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage119,ToldToStayOutAtlinMinersDeport58JapaneseOregonianpublishedasMorningOregonianSeptember211907page6.pdf,"""Told To Stay Out""",The Morning Oregonian,1907-09-21,"Forced eviction of a group of Japanese miners by 300 Caucasian workers and the institutionalization of an Anti-Japanese labor organizer in Bellingham, WA. ",Japanese; Mining,"Bellingham, Washington",48.75955,-122.48822,NewsBank,maplanguage119,ToldToStayOutAtlinMinersDeport58JapaneseOregonianpublishedasMorningOregonianSeptember211907page6.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage120,PVJACLHandbook.pdf,Japanese American Citizen's League Handbook,The Japanese American Citizen's League,1960-01-01,Undated handbook from the JACL featuring a retrospective of Japanese American History and WWII incarceration.,Japanese; Agriculture,"Tacoma, Washington",47.25288,-122.44429,The Tacoma Public Library Northwest Room,maplanguage120,PVJACLHandbook.pdf,Text,application/pdf,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
mappinglanguage121,BB10091907.pdf,"""Japs In America""",The Buckley Banner,1907-09-10,Editorial appealing to be tolerant towards Japanese immigrants.,Japanese,"Buckley, Washington",47.16316,-122.02678,The Tacoma Public Library Northwest Room,maplanguage121,BB10091907.pdf,Text,application/pdf,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
mappinglanguage122,BB020119072.pdf,"""Japan's Thirst For War""",The Buckley Banner,1907-09-10,"Another article in the same issue on Dr. Albert S. Ashmead giving his opinion of Japanese character and their ""pagan mysticism.""",Japanese,"Buckley, Washington",47.16316,-122.02678,The Tacoma Public Library Northwest Room,maplanguage122,BB020119072.pdf,Text,application/pdf,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
mappinglanguage123,BSHExcerptTranscript.pdf,"Horiuchi, Bernadette Suda",Densho Visual History Collection,2009-05-19,"Bernadette Suda Horiuchi describes early life in Bellevue, WA, farming strawberries in Seattle and Auburn and relationship with Caucasian community. ",Japanese; Agriculture; Mining,"Bellevue, Washington",47.61038,-122.20068,Densho Visual History Collection,maplanguage123,BSHExcerptTranscript.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage124,CompanysDenialSeattleDailyTimespublishedasTHESEATTLEDAILYTIMESSeptember151903page2.pdf,"""Company's Denial""",The Seattle Daily Times,1903-09-15,"J.D. Trenholme of the Northwestern Commercial Company describing movement of Russian, Japanese and Korean laborers in Alaska. ",Korean; Fishing,"Nome, AL",64.50111,-165.40639,NewsBank,maplanguage124,Company'sDenialSeattleDailyTimespublishedasTHESEATTLEDAILYTIMESSeptember151903page2.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage125,ExclusionWillCauseStormSeattleDailyTimespublishedasTHESEATTLEDAILYTIMESJuly291907page10.pdf,"""Exclusion Will Cause Storm""",The Seattle Daily Times,1907-07-29,Actions of the Japanese-Korean Exclusion League in North Yakima.,Korean; Agriculture,"Yakima, Washington",46.60207,120.5059,NewsBank,maplanguage125,ExclusionWillCauseStormSeattleDailyTimespublishedasTHESEATTLEDAILYTIMESJuly291907page10.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage126,ConditionsChangeRapidlyinAlaskaSeattleDailyTimespublishedasTHESEATTLEDAILYTIMESNovember21918page7.pdf,"""Conditions Change Rapidly in Alaska""",The Seattle Daily Times,1918-11-02,"Account of labor shortage of Japanese, Russian and Korean workers in Alaska. ",Korean; Fishing,"Seattle, Washington",47.60621,-122.33207,NewsBank,maplanguage126,ConditionsChangeRapidlyinAlaskaSeattleDailyTimespublishedasTHESEATTLEDAILYTIMESNovember21918page7.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage127,HuntersBayCanneryHasExcitingSeasonSeattleDailyTimespublishedasTheSeattleSundayTimesNovember191911page29.pdf,"""Hunters Bay Cannery Has Exciting Season""",The Seattle Sunday Times,1911-11-19,"Account of the Hunters Bay salmon cannery including a ""race riot"" between Slovenian and Japanese laborers and Korean laborers dying between traveling from Seattle to Hunter's Bay, WA. ",Korean; Fishing,"Hunter's Bay, Washington",48.4601,-122.85657,NewsBank,maplanguage127,HuntersBayCanneryHasExcitingSeasonSeattleDailyTimespublishedasTheSeattleSundayTimesNovember191911page29.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage128,AboutThreeWeeksAgoOregonianpublishedasMorningOregonianMay91881page1.pdf,"""About Three Weeks Ago""",The Morning Oregonian,1881-05-09,Account of 560 Native Americans implemented in building the transcontinental railroad.,Native American; Transportation,"Portland, Oregon",45.52345,-122.67621,NewsBank,maplanguage128,AboutThreeWeeksAgoOregonianpublishedasMorningOregonianMay91881page1.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage129,IndianLaborinBeetFieldsOregonianpublishedasMorningOregonianOctober261898page9.pdf,"""Indian Labor in Beet Fields""",The Morning Oregonian,1898-10-26,Account of Native American labor being used in Beet farming.,Native American; Agriculture,"La Grande, Washington",46.83427,-122.31873,NewsBank,maplanguage129,IndianLaborinBeetFieldsOregonianpublishedasMorningOregonianOctober261898page9.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage130,IndianSawmillOregonianpublishedasMorningOregonianJanuary141886page7.pdf,"""Indian Sawmill""",The Morning Oregonian,1886-01-14,Account of legislation surrounding an Indian sawmill in Grande Ronde.,Native American; Lumber,"Grande Ronde, Oregon",45.06011,-123.60928,NewsBank,maplanguage130,IndianSawmillOregonianpublishedasMorningOregonianJanuary141886page7.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage131,ProsperousOregonIndiansOregonianpublishedasMorningOregonianSeptember71892page2.pdf,"""Prosperous Oregon Indians""",The Morning Oregonian,1892-09-07,Account of Assistant commissioner of Indian Affairs R.V. Belt and the carious agricultural labor projects developed by the agency.,Native American; Agriculture,"Umatilla, Oregon",45.5919,-118.73683,NewsBank,maplanguage131,ProsperousOregonIndiansOregonianpublishedasMorningOregonianSeptember71892page2.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage132,TheNorthwestWesternOregonOregonianpublishedasMorningOregonianAugust61881page2.pdf,"""The Northwest""",The Morning Oregonian,1881-08-06,Description of Native American labor being implemented in hop farming and logging camps in Puyallup.,Native American; Agriculture; Lumber,"Puyallup, Washington",47.18538,-122.2929,NewsBank,maplanguage132,TheNorthwestWesternOregonOregonianpublishedasMorningOregonianAugust61881page2.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage133,IndiansMayBuildReservationRoadsSeattleDailyTimespublishedasTHESEATTLEDAILYTIMESJanuary231911page8.pdf,"""Indians May Build Reservation Roads""",The Seattle Daily Times,1911-01-23,Account of Senator Wesley L. Jones requesting the funding of an Indian road work project in Yakima and Wapato.,Native American; Land Development,"Wapato, Washington",46.44763,-120.42034,NewsBank,maplanguage133,IndiansMayBuildReservationRoadsSeattleDailyTimespublishedasTHESEATTLEDAILYTIMESJanuary231911page8.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage134,IndianstoBuildRoadsOregonianpublishedasMorningOregonianJune131915page7.pdf,"""Indians to Build Roads""",The Morning Oregonian,1915-06-13,"Account of plan to replace convict labor with Indian labor to build roads on the Olympic Highway from Hoodsport North and the opening of a ""force account camp"" at Potlatch. ",Native American; Land Development,"Hoodsport, Washington",47.40593,-123.13932,NewsBank,maplanguage134,IndianstoBuildRoadsOregonianpublishedasMorningOregonianJune131915page7.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage135,IndianstoCutTimberFiveMillionFeettoComeOregonianpublishedasMorningOregonianJanuary171916page11.pdf,"""Indians to Cut Timber """,The Morning Oregonian,1916-01-17,Account of Indian labor being used by the Federal Forest Service.,Native American; Lumber,"Klamath Falls, Oregon",42.22487,-121.78167,NewsBank,maplanguage135,IndianstoCutTimberFiveMillionFeettoComeOregonianpublishedasMorningOregonianJanuary171916page11.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage136,LaneWouldPutIndiansToWorkSeattlePostIntelligencerpublishedasTheSeattlepostintelligencerAugust141913page8.pdf,"""Lane Would Put Indians To Work""",The Seattle Post-Intelligencer,1913-08-14,Account of Indian labor. Project to develop land for irrigation around the Yakima reservation.,Native American; Land Development,"Toppenish, Washington",46.37735,-120.30867,NewsBank,maplanguage136,LaneWouldPutIndiansToWorkSeattlePostIntelligencerpublishedasTheSeattlepostintelligencerAugust141913page8.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage137,TangleisClearedIndianBureauGivenEntireOregonianpublishedasMorningOregonianFebruary111910page6.pdf,"""Tangle is Cleared""",The Morning Oregonian,1910-02-11,Complex arrangement between the Interior Department and Forest Service and Indian Bureau to have Indian labor clear land.,Native American; Land Development,"Portland, Oregon",45.52345,-122.67621,NewsBank,maplanguage137,TangleisClearedIndianBureauGivenEntireOregonianpublishedasMorningOregonianFebruary111910page6.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage138,030701IllaheeStudyClub1926to1917.pdf,"Illahee Study Club, Meeting Program",Illahee Study Club,1926-01-01,"Program for the Illahee Study Club including a lecture on the ""Indian Question and Wars.""",Native American,"Tacoma, Washington",47.25288,-122.44429,The Tacoma Public Library Northwest Room,maplanguage138,030701IllaheeStudyClub1926to1917.pdf,Text,application/pdf,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
mappinglanguage139,TEN12011903.pdf,"""Puyallup Reservation Indian School""",The Evening News,1903-01-12,Large piece with photographs on the second iteration of the Puyallup Indian School.,Native American; Land Development,"Puyallup, Washington",47.18538,-122.2929,The Tacoma Public Library Northwest Room,maplanguage139,TEN12011903.pdf,Text,application/pdf,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
mappinglanguage140,MSExcerptTranscript.pdf,"Sampson, Martin",Tacoma Public Library Oral History Project,1975-11-06,"Martin Sampson describes early life in Skagit City, WA, fishing, agricultural and cannery work as well as education in Tulalip Mission and dialect differences between Native American speakers in the area. ",Native American; Fishing; Agriculture,"Skagit City, Washington",48.38344,-122.36294,The Tacoma Public Library Northwest Room,maplanguage140,MSExcerptTranscript.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage141,KilledInPeculiarMannerOregonianpublishedasMorningOregonianDecember11892page2.pdf,"""Killed In Peculiar Manner""",The Morning Oregonian,1892-12-01,Account of lethal accident of Norwegian bridge builder.,Norwegian; Land Development,"Purdy, Washington",47.38899,-122.62541,NewsBank,maplanguage141,KilledInPeculiarMannerOregonianpublishedasMorningOregonianDecember11892page2.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage142,ManCrushedToDeathByElevatorSeattleDailyTimespublishedasTHESEATTLEDAILYTIMESOctober41907page4.pdf,"""Man Crushed To Death By Elevator""",The Seattle Daily Times,1907-10-04,Lethal accident involving a Norwegian lumber worker.,Norwegian; Lumber,"Ballard, Washington",47.67593,-122.38735,NewsBank,maplanguage142,ManCrushedToDeathByElevatorSeattleDailyTimespublishedasTHESEATTLEDAILYTIMESOctober41907page4.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage143,NickOlsenSeattlePostIntelligencerpublishedasTheSeattlepostintelligencerNovember51901page10.pdf,"""Nick Olsen""",The Seattle Post-Intelligencer,1901-11-05,Lethal accident involving a Norwegian laborer piling lumber.,Norwegian; Lumber,"Tacoma, Washington",47.25288,-122.44429,NewsBank,maplanguage143,NickOlsenSeattlePostIntelligencerpublishedasTheSeattlepostintelligencerNovember51901page10.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage144,QuestionOfCitizenshipSeattleDailyTimespublishedasTHESEATTLEDAILYTIMESAugust141901page2.pdf,"""Question Of Citizenship""",The Seattle Daily Times,1901-04-14,Account of failed citizenship test by Norwegian laborer.,Norwegian,"Ballard, Washington",47.67593,-122.38735,NewsBank,maplanguage144,QuestionOfCitizenshipSeattleDailyTimespublishedasTHESEATTLEDAILYTIMESAugust141901page2.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage145,WorkmanBadlyCrushedHermanLindPerhapsFatallyOregonianpublishedasMorningOregonianOctober61908page9.pdf,"""Workman Badly Crushed""",The Morning Oregonian,1908-10-06,Norwegian laborer seriously injured during excavation.,Norwegian; Land Development,"Seattle, Washington",47.60621,-122.33207,NewsBank,maplanguage145,WorkmanBadlyCrushedHermanLindPerhapsFatallyOregonianpublishedasMorningOregonianOctober61908page9.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage146,FarmersSoughtfromOldWorldNorwegianandOregonianpublishedasMorningOregonianMay311913page19.pdf,"""Farmers Sought from Old World""",The Morning Oregonian,1913-05-13,Account of Norwegian and Danish labor groups collaborating with State Commission to bring in more immigrants from their homeland.,Norwegian; Agriculture,"Portland, Oregon",45.52345,-122.67621,NewsBank,maplanguage146,FarmersSoughtfromOldWorldNorwegianandOregonianpublishedasMorningOregonianMay311913page19.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage147,HeldAsAnAllegedIWWSeattleDailyTimespublishedasTHESEATTLEDAILYTIMESMay11919page2.pdf,"""Held As An Alleged I.W.W""",The Seattle Daily Times,1919-05-01,Account of Norwegian laborer held under investigation as a potential I.W.W. member.,Norwegian,"Seattle, Washington",47.60621,-122.33207,NewsBank,maplanguage147,HeldAsAnAllegedIWWSeattleDailyTimespublishedasTHESEATTLEDAILYTIMESMay11919page2.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage148,ManKilledbyCaveinLaborerinSewerTrenchOregonianpublishedasMorningOregonianJanuary51911page12.pdf,"""Man Killed by Cave-in Laborer in Sewer Trench""",The Morning Oregonian,1911-01-01,Norwegian laborer killed during excavation.,Norwegian; Land Development,"Seattle, Washington",47.60621,-122.33207,NewsBank,maplanguage148,ManKilledbyCaveinLaborerinSewerTrenchOregonianpublishedasMorningOregonianJanuary51911page12.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage149,NorwegianLaborerFallsToDeathSeattlePostIntelligencerpublishedasTheSeattlepostintelligencerMarch11909page8.pdf,"""Norwegian Laborer Falls To Death""",The Seattle Post-Intelligencer,1909-03-01,Norwegian railroad worker lethal accident in bridge crossing.,Norwegian; Transportation,"Satsop, Washington",47.00315,-123.48349,NewsBank,maplanguage149,NorwegianLaborerFallsToDeathSeattlePostIntelligencerpublishedasTheSeattlepostintelligencerMarch11909page8.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage150,NorwegiansWillMeetImmigrationProblemsWillbeOregonianpublishedasMorningOregonianJune241913page4.pdf,"""Norwegians Will Meet Immigration Problems""",The Morning Oregonian,1913-06-24,Account of the Oregon Norwegian Immigrants' Aid Commission collaborating with State Commission to bring in more immigrants from their homeland.,Norwegian; Agriculture,"Portland, Oregon",45.52345,-122.67621,NewsBank,maplanguage150,NorwegiansWillMeetImmigrationProblemsWillbeOregonianpublishedasMorningOregonianJune241913page4.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage151,TB25121889.png,Tacoma Budstikke Front Page,Tacoma Budstikke,1889-12-25,"Front page of Tacoma Budstikke, ""The Bidding Stick.""",Norwegian,"Tacoma, Washington",47.25288,-122.44429,The Tacoma Public Library Northwest Room,maplanguage151,TB25121889.png,Image;StillImage,image/jpeg,nor,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
mappinglanguage152,TT30101897.png,Tacoma Tidende Front Page,Tacoma Tidende,1897-10-30,"Front page of Tacoma  Tidende, ""The Bidding Stick.""",Norwegian,"Tacoma, Washington",47.25288,-122.44429,The Tacoma Public Library Northwest Room,maplanguage152,TT30101897.png,Image;StillImage,image/jpeg,nor,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
mappinglanguage153,TheAncientOrderofVikingsScrapbook.pdf,The Ancient Order of Vikings' Scrapbook,The Ancient Order of Vikings,1925-12-05,"Scrapbook for fraternal organization The Ancient Order of Vikings, containing photographs and personal remembrances of group members in both English and Norwegian language. ",Norwegian; Lumber; Transportation; Fishing,"Tacoma, Washington",47.25288,-122.44429,The Tacoma Public Library Northwest Room,maplanguage153,TheAncientOrderofVikingsScrapbook.pdf,Text,application/pdf,eng; nor,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
mappinglanguage154,BeetIndustryThreatenedOregonianpublishedasMorningOregonianFebruary61894page4.pdf,"""Beet Industry Threatened""",The Morning Oregonian,1894-02-06,Account of moving Polish laborers into Washington and Oregon specifically to develop beet agriculture.,Polish; Agriculture,"Portland, Oregon",45.52345,-122.67621,NewsBank,maplanguage154,BeetIndustryThreatenedOregonianpublishedasMorningOregonianFebruary61894page4.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage155,ColonyOfPolesWillBeEstablishedintheCityOregonianpublishedasTheSundayOregonianJune31906page30.pdf,"""Colony Of Poles Will Be Established in the City""",The Sunday Oregonian,1906-06-03,Account of around 1000 Polish families moving into Portland around a Roman Catholic Polish Church.,Polish; Lumber,"Portland, Oregon",45.52345,-122.67621,NewsBank,maplanguage155,ColonyOfPolesWillBeEstablishedintheCityOregonianpublishedasTheSundayOregonianJune31906page30.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
